:START_ID,role,:END_ID,:TYPE
1e9e53380a0a3c2500a012b04fe888ea,Owns,86b0a2660a0a3c2501458bc7d5e7720e,Owns
1ea9f4e625604640093fb60fd99cec31,Owns,6ea9f4e625604640093fb60fd99cec33,Owns
1ea9f4e625604640093fb60fd99cec31,Owns,aea9f4e625604640093fb60fd99cec32,Owns
1ea9f4e625604640093fb60fd99cec31,Owns,e6a9f4e625604640093fb60fd99cec34,Owns
1ea9f4e625604640093fb60fd99cec31,Owns,eaa9f4e625604640093fb60fd99cec35,Owns
21af060f6f5102009f2638103c3ee46a,Owns,e1af060f6f5102009f2638103c3ee46b,Owns
21af060f6f5102009f2638103c3ee46a,Owns,f1af060f6f5102009f2638103c3ee46e,Owns
21f262e44f2b1600b33bbfaf0310c701,Owns,21f262e44f2b1600b33bbfaf0310c704,Owns
21f262e44f2b1600b33bbfaf0310c701,Owns,65f262e44f2b1600b33bbfaf0310c702,Owns
21f262e44f2b1600b33bbfaf0310c701,Owns,65f262e44f2b1600b33bbfaf0310c703,Owns
21f262e44f2b1600b33bbfaf0310c701,Owns,e9f262e44f2b1600b33bbfaf0310c704,Owns
220af3104fe11a80f6bd4b901210c7da,Owns,c7ec68e74f810380872a5bad0210c751,Owns
22bb571670f44640cb33c0ef60d30d86,Owns,26bb571670f44640cb33c0ef60d30d88,Owns
22bb571670f44640cb33c0ef60d30d86,Owns,32c511284fd65f089a0b4b901210c703,Owns
22bb571670f44640cb33c0ef60d30d86,Owns,66bb571670f44640cb33c0ef60d30d87,Owns
22bb571670f44640cb33c0ef60d30d86,Owns,aebb571670f44640cb33c0ef60d30d88,Owns
22bb571670f44640cb33c0ef60d30d86,Owns,b2bb571670f44640cb33c0ef60d30d8a,Owns
22be2f760a0a3c25013d675111bcc28c,Owns,8749c1900a0a3c2500069c9244441d9e,Owns
22be2f760a0a3c25013d675111bcc28c,Owns,8749e8d80a0a3c2501f2500ddafb60d6,Owns
22ec90084f30b280e52c605f0310c7a8,Owns,47ec90084f30b280e52c605f0310c7e3,Owns
22ec90084f30b280e52c605f0310c7a8,Owns,76ec90084f30b280e52c605f0310c7af,Owns
22ec90084f30b280e52c605f0310c7a8,Owns,b2ec90084f30b280e52c605f0310c7ac,Owns
22ec90084f30b280e52c605f0310c7a8,Owns,c7ec90084f30b280e52c605f0310c7e4,Owns
22ec90084f30b280e52c605f0310c7a8,Owns,f2ec90084f30b280e52c605f0310c7ae,Owns
22ec90084f30b280e52c605f0310c7a8,Owns,f6ec90084f30b280e52c605f0310c7b0,Owns
2313c83e4fc96a40b33bbfaf0310c79a,Owns,6823c83e4fc96a40b33bbfaf0310c79d,Owns
2313c83e4fc96a40b33bbfaf0310c79a,Owns,7c23c83e4fc96a40b33bbfaf0310c79e,Owns
2313c83e4fc96a40b33bbfaf0310c79a,Owns,a823c83e4fc96a40b33bbfaf0310c79c,Owns
2313c83e4fc96a40b33bbfaf0310c79a,Owns,f023c83e4fc96a40b33bbfaf0310c79e,Owns
2313c83e4fc96a40b33bbfaf0310c79a,Owns,f423c83e4fc96a40b33bbfaf0310c79f,Owns
2358caa10a0a3c2500bd4c95bae2e174,Owns,7bbe88d50a0a3c25009c2ea578463e10,Owns
2358caa10a0a3c2500bd4c95bae2e174,Owns,7bbf5e940a0a3c25000cf7a88a845195,Owns
2358caa10a0a3c2500bd4c95bae2e174,Owns,7bbfbdce0a0a3c250077f0ff8ec811d1,Owns
2358caa10a0a3c2500bd4c95bae2e174,Owns,7bc00bd80a0a3c2500df98fa3c4fe745,Owns
235d1ae50a0a3c25003a490d9e408779,Owns,39d551670cfc1180093f00cca48a103b,Owns
235d1ae50a0a3c25003a490d9e408779,Owns,4270f9317c837500cb049bc4368deb2b,Owns
235d1ae50a0a3c25003a490d9e408779,Owns,99ed46590a0a3c25012f36f72b1f276d,Owns
235d1ae50a0a3c25003a490d9e408779,Owns,99eda9df0a0a3c2501815a34a7abe220,Owns
235d1ae50a0a3c25003a490d9e408779,Owns,b1d4b0c9552e50009f16f6585e9159e1,Owns
235ed7e70a0a3c25015e90a24678f5e9,Owns,0e6d5079590ef900cb3306b0f8f24a0f,Owns
235ed7e70a0a3c25015e90a24678f5e9,Owns,a033f2910a0a3c250136a130d2b3655b,Owns
235ed7e70a0a3c25015e90a24678f5e9,Owns,c66d5079590ef900cb3306b0f8f24a10,Owns
235ed7e70a0a3c25015e90a24678f5e9,Owns,fea8615155e2d0009f16f6585e915903,Owns
23617e430a0a3c2501379c28373de4af,Owns,0401c132ffe82cc0b15cfe5c157efe21,Owns
23617e430a0a3c2501379c28373de4af,Owns,5701c532ffe82cc0b15cfe5c157efe0e,Owns
23617e430a0a3c2501379c28373de4af,Owns,8bc0f3345bd61000da9f6cb43e4254b0,Owns
23617e430a0a3c2501379c28373de4af,Owns,9f9560870a0a3c2501df129b8ecc98bf,Owns
23617e430a0a3c2501379c28373de4af,Owns,e701c532ffe82cc0b15cfe5c157efe48,Owns
236249b00a0a3c2500ee285f1bed82ff,Owns,9f9421410a0a3c2500fe365da3472640,Owns
236249b00a0a3c2500ee285f1bed82ff,Owns,bcfff8faffa82cc0b15cfe5c157efe49,Owns
236249b00a0a3c2500ee285f1bed82ff,Owns,beff3cfaffa82cc0b15cfe5c157efe9d,Owns
236249b00a0a3c2500ee285f1bed82ff,Owns,dffffcfaffa82cc0b15cfe5c157efe23,Owns
236249b00a0a3c2500ee285f1bed82ff,Owns,eac073b45bd61000da9f6cb43e4254c6,Owns
2362eb400a0a3c25001464c12e30ae8a,Owns,70148d7affe82cc0b15cfe5c157efe79,Owns
2362eb400a0a3c25001464c12e30ae8a,Owns,7d14457affe82cc0b15cfe5c157efe9d,Owns
2362eb400a0a3c25001464c12e30ae8a,Owns,9aa5cb3e0a0a3c250090808ffa616696,Owns
2362eb400a0a3c25001464c12e30ae8a,Owns,b89622a2556254009f16f6585e915933,Owns
2362eb400a0a3c25001464c12e30ae8a,Owns,c896ee62556254009f16f6585e9159fe,Owns
23ac8c470a0a3c250050eb62207d13b3,Owns,17542d064fd23688cfc9bfaf0310c781,Owns
23ac8c470a0a3c250050eb62207d13b3,Owns,597e57f461f6a4001e2284eb97fec308,Owns
23ac8c470a0a3c250050eb62207d13b3,Owns,93542d064fd23688cfc9bfaf0310c780,Owns
23ac8c470a0a3c250050eb62207d13b3,Owns,99de8ac50a0a3c25014e82c84292685f,Owns
23ac8c470a0a3c250050eb62207d13b3,Owns,99deb5b60a0a3c250118d90344021967,Owns
23ac8c470a0a3c250050eb62207d13b3,Owns,99dee6cf0a0a3c2501aa294f3e1c7a85,Owns
23b592230a0a3c25007b2de6b47bc1da,Owns,9fdb247c0a0a3c25017c2f56f77acd7a,Owns
23b592230a0a3c25007b2de6b47bc1da,Owns,d37a84466f768240235ee2300b3ee448,Owns
23b6e9bb0a0a3c25009407aa38e463d1,Owns,3e9ac4466f768240235ee2300b3ee49f,Owns
23b6e9bb0a0a3c25009407aa38e463d1,Owns,9ffad9e20a0a3c250182de90fb14e33e,Owns
249f2e086f8a82001469e2300b3ee42c,Owns,2c9f2e086f8a82001469e2300b3ee42f,Owns
249f2e086f8a82001469e2300b3ee42c,Owns,609f2e086f8a82001469e2300b3ee42f,Owns
249f2e086f8a82001469e2300b3ee42c,Owns,a49f2e086f8a82001469e2300b3ee42d,Owns
249f2e086f8a82001469e2300b3ee42c,Owns,a49f2e086f8a82001469e2300b3ee42e,Owns
249f2e086f8a82001469e2300b3ee42c,Owns,eaf038e14fe5b604cfc9bfaf0310c747,Owns
24a10c325077e50078aa77b32f395417,Owns,05a10c325077e50078aa77b32f395419,Owns
24a10c325077e50078aa77b32f395417,Owns,78a10c325077e50078aa77b32f395418,Owns
24a10c325077e50078aa77b32f395417,Owns,99a10c325077e50078aa77b32f39541a,Owns
24a10c325077e50078aa77b32f395417,Owns,b8a10c325077e50078aa77b32f395417,Owns
24ba36763003198878aa09ac9e71ac8e,Owns,7b05415eb99d2904cb3325963ef339cd,Owns
24e62dc2a96c69801e22258c8f59f4b8,Owns,39f350cc09963100093f6a480cd07a3d,Owns
2598452ae97fd98cbcb8e26f7a0209d2,Owns,525d4b7da16d2500cb3367e35ad8db41,Owns
2598452ae97fd98cbcb8e26f7a0209d2,Owns,c25d4b7da16d2500cb3367e35ad8db25,Owns
26061d6b21600580cd3b90193281c058,Owns,31aca231215d4544cd3b90193281c023,Owns
26061d6b21600580cd3b90193281c058,Owns,5f0d2a31215d4544cd3b90193281c0b8,Owns
26061d6b21600580cd3b90193281c058,Owns,7d5d2e31215d4544cd3b90193281c0c3,Owns
261b5de80a0a3c75009bc9396a44d885,Owns,08e210a20a0a3c75019f9237f21b8a7e,Owns
261b5de80a0a3c75009bc9396a44d885,Owns,08e54b8e0a0a3c750053a2216f1d0b6e,Owns
261b5de80a0a3c75009bc9396a44d885,Owns,08e7270d0a0a3c750052c67c677416b2,Owns
262222400a0a3c7501ae7e602ae3936e,Owns,2096ae85ffb9a840b15cfe5c157efe95,Owns
26263b180a0a3c75000167c71cc0a4d7,Owns,08f442450a0a3c7501682b65b5b7ada3,Owns
26263b180a0a3c75000167c71cc0a4d7,Owns,08f681c50a0a3c75008949897c6ee24d,Owns
27a866a6879318c09f16c5a36c434d42,Owns,013c8ba6871358c09f16c5a36c434d14,Owns
27a866a6879318c09f16c5a36c434d42,Owns,1b2b4b62871358c09f16c5a36c434d0f,Owns
27a866a6879318c09f16c5a36c434d42,Owns,7ca96a2e879318c09f16c5a36c434df5,Owns
27a866a6879318c09f16c5a36c434d42,Owns,c12b036e87df18c09f16c5a36c434dad,Owns
27a866a6879318c09f16c5a36c434d42,Owns,fda82e6a879318c09f16c5a36c434d14,Owns
27b80e6c25d94680093fb60fd99ceca7,Owns,3bb80e6c25d94680093fb60fd99cecae,Owns
27b80e6c25d94680093fb60fd99ceca7,Owns,7fb80e6c25d94680093fb60fd99cecad,Owns
27b80e6c25d94680093fb60fd99ceca7,Owns,b3b80e6c25d94680093fb60fd99cecac,Owns
27b80e6c25d94680093fb60fd99ceca7,Owns,b3b80e6c25d94680093fb60fd99cecad,Owns
27b80e6c25d94680093fb60fd99ceca7,Owns,f3b80e6c25d94680093fb60fd99cecaf,Owns
2a24f8970a0a3c25003adf4a7ee9b53d,Owns,a00e748b0a0a3c250196544f4e740270,Owns
2a24f8970a0a3c25003adf4a7ee9b53d,Owns,cea9e8485b5a5c00da9f6cb43e42543f,Owns
2a7aa6fd0a0a3c25017a63820ba6475c,Owns,539ac4466f768240235ee2300b3ee4a9,Owns
2a7aa6fd0a0a3c25017a63820ba6475c,Owns,a0103b180a0a3c25016a420787efae2c,Owns
